Naturaleza de la finca;Provincias;Duración en años;Número e importe;Periodo;Total
Total bienes muebles;23 Jaén;De 10 a 15 años;Importe de hipotecas;1997;""
Total bienes muebles;23 Jaén;De 10 a 15 años;Importe de hipotecas;1996;12
Total bienes muebles;23 Jaén;De 10 a 15 años;Importe de hipotecas;1995;""
Total bienes muebles;23 Jaén;De 10 a 15 años;Importe de hipotecas;1994;""
Total bienes muebles;23 Jaén;Mayor de 15 años;Número de hipotecas;2003;""
Total bienes muebles;23 Jaén;Mayor de 15 años;Número de hipotecas;2002;3
Total bienes muebles;23 Jaén;Mayor de 15 años;Número de hipotecas;2001;""
Total bienes muebles;23 Jaén;Mayor de 15 años;Número de hipotecas;2000;6
Total bienes muebles;23 Jaén;Mayor de 15 años;Número de hipotecas;1999;""
Total bienes muebles;23 Jaén;Mayor de 15 años;Número de hipotecas;1998;""
Total bienes muebles;23 Jaén;Mayor de 15 años;Número de hipotecas;1997;""
Total bienes muebles;23 Jaén;Mayor de 15 años;Número de hipotecas;1996;""
Total bienes muebles;23 Jaén;Mayor de 15 años;Número de hipotecas;1995;""
Total bienes muebles;23 Jaén;Mayor de 15 años;Número de hipotecas;1994;""
Total bienes muebles;23 Jaén;Mayor de 15 años;Importe de hipotecas;2003;""
Total bienes muebles;23 Jaén;Mayor de 15 años;Importe de hipotecas;2002;2.052
Total bienes muebles;23 Jaén;Mayor de 15 años;Importe de hipotecas;2001;""
Total bienes muebles;23 Jaén;Mayor de 15 años;Importe de hipotecas;2000;1.971
Total bienes muebles;23 Jaén;Mayor de 15 años;Importe de hipotecas;1999;""
Total bienes muebles;23 Jaén;Mayor de 15 años;Importe de hipotecas;1998;""
Total bienes muebles;23 Jaén;Mayor de 15 años;Importe de hipotecas;1997;""
Total bienes muebles;23 Jaén;Mayor de 15 años;Importe de hipotecas;1996;""
Total bienes muebles;23 Jaén;Mayor de 15 años;Importe de hipotecas;1995;""
Total bienes muebles;23 Jaén;Mayor de 15 años;Importe de hipotecas;1994;""
Total bienes muebles;23 Jaén;No consta;Número de hipotecas;2003;""
Total bienes muebles;23 Jaén;No consta;Número de hipotecas;2002;""
Total bienes muebles;23 Jaén;No consta;Número de hipotecas;2001;""
Total bienes muebles;23 Jaén;No consta;Número de hipotecas;2000;""
Total bienes muebles;23 Jaén;No consta;Número de hipotecas;1999;""
Total bienes muebles;23 Jaén;No consta;Número de hipotecas;1998;""
Total bienes muebles;23 Jaén;No consta;Número de hipotecas;1997;""
Total bienes muebles;23 Jaén;No consta;Número de hipotecas;1996;""
Total bienes muebles;23 Jaén;No consta;Número de hipotecas;1995;""
Total bienes muebles;23 Jaén;No consta;Número de hipotecas;1994;2
Total bienes muebles;23 Jaén;No consta;Importe de hipotecas;2003;""
Total bienes muebles;23 Jaén;No consta;Importe de hipotecas;2002;""
Total bienes muebles;23 Jaén;No consta;Importe de hipotecas;2001;""
Total bienes muebles;23 Jaén;No consta;Importe de hipotecas;2000;""
Total bienes muebles;23 Jaén;No consta;Importe de hipotecas;1999;""
Total bienes muebles;23 Jaén;No consta;Importe de hipotecas;1998;""
Total bienes muebles;23 Jaén;No consta;Importe de hipotecas;1997;""
Total bienes muebles;23 Jaén;No consta;Importe de hipotecas;1996;""
Total bienes muebles;23 Jaén;No consta;Importe de hipotecas;1995;""
Total bienes muebles;23 Jaén;No consta;Importe de hipotecas;1994;12
Total bienes muebles;24 León;Total;Número de hipotecas;2003;""
Total bienes muebles;24 León;Total;Número de hipotecas;2002;""
Total bienes muebles;24 León;Total;Número de hipotecas;2001;3
Total bienes muebles;24 León;Total;Número de hipotecas;2000;13
Total bienes muebles;24 León;Total;Número de hipotecas;1999;3
Total bienes muebles;24 León;Total;Número de hipotecas;1998;1
Total bienes muebles;24 León;Total;Número de hipotecas;1997;""
Total bienes muebles;24 León;Total;Número de hipotecas;1996;13
Total bienes muebles;24 León;Total;Número de hipotecas;1995;10
Total bienes muebles;24 León;Total;Número de hipotecas;1994;25
Total bienes muebles;24 León;Total;Importe de hipotecas;2003;""
Total bienes muebles;24 León;Total;Importe de hipotecas;2002;""
Total bienes muebles;24 León;Total;Importe de hipotecas;2001;841
Total bienes muebles;24 León;Total;Importe de hipotecas;2000;3.221
Total bienes muebles;24 León;Total;Importe de hipotecas;1999;763
Total bienes muebles;24 León;Total;Importe de hipotecas;1998;78
Total bienes muebles;24 León;Total;Importe de hipotecas;1997;""
Total bienes muebles;24 León;Total;Importe de hipotecas;1996;703
Total bienes muebles;24 León;Total;Importe de hipotecas;1995;613
Total bienes muebles;24 León;Total;Importe de hipotecas;1994;805
Total bienes muebles;24 León;Hasta 9 años;Número de hipotecas;2003;""
Total bienes muebles;24 León;Hasta 9 años;Número de hipotecas;2002;""
Total bienes muebles;24 León;Hasta 9 años;Número de hipotecas;2001;""
Total bienes muebles;24 León;Hasta 9 años;Número de hipotecas;2000;8
Total bienes muebles;24 León;Hasta 9 años;Número de hipotecas;1999;""
Total bienes muebles;24 León;Hasta 9 años;Número de hipotecas;1998;""
Total bienes muebles;24 León;Hasta 9 años;Número de hipotecas;1997;""
Total bienes muebles;24 León;Hasta 9 años;Número de hipotecas;1996;11
Total bienes muebles;24 León;Hasta 9 años;Número de hipotecas;1995;3
Total bienes muebles;24 León;Hasta 9 años;Número de hipotecas;1994;24
Total bienes muebles;24 León;Hasta 9 años;Importe de hipotecas;2003;""
Total bienes muebles;24 León;Hasta 9 años;Importe de hipotecas;2002;""
Total bienes muebles;24 León;Hasta 9 años;Importe de hipotecas;2001;""
Total bienes muebles;24 León;Hasta 9 años;Importe de hipotecas;2000;1.364
Total bienes muebles;24 León;Hasta 9 años;Importe de hipotecas;1999;""
Total bienes muebles;24 León;Hasta 9 años;Importe de hipotecas;1998;""
Total bienes muebles;24 León;Hasta 9 años;Importe de hipotecas;1997;""
Total bienes muebles;24 León;Hasta 9 años;Importe de hipotecas;1996;607
Total bienes muebles;24 León;Hasta 9 años;Importe de hipotecas;1995;240
Total bienes muebles;24 León;Hasta 9 años;Importe de hipotecas;1994;721
Total bienes muebles;24 León;De 10 a 15 años;Número de hipotecas;2003;""
Total bienes muebles;24 León;De 10 a 15 años;Número de hipotecas;2002;""
Total bienes muebles;24 León;De 10 a 15 años;Número de hipotecas;2001;1
Total bienes muebles;24 León;De 10 a 15 años;Número de hipotecas;2000;2
Total bienes muebles;24 León;De 10 a 15 años;Número de hipotecas;1999;1
Total bienes muebles;24 León;De 10 a 15 años;Número de hipotecas;1998;1
Total bienes muebles;24 León;De 10 a 15 años;Número de hipotecas;1997;""
Total bienes muebles;24 León;De 10 a 15 años;Número de hipotecas;1996;1
Total bienes muebles;24 León;De 10 a 15 años;Número de hipotecas;1995;2
Total bienes muebles;24 León;De 10 a 15 años;Número de hipotecas;1994;1
Total bienes muebles;24 León;De 10 a 15 años;Importe de hipotecas;2003;""
Total bienes muebles;24 León;De 10 a 15 años;Importe de hipotecas;2002;""
Total bienes muebles;24 León;De 10 a 15 años;Importe de hipotecas;2001;240
Total bienes muebles;24 León;De 10 a 15 años;Importe de hipotecas;2000;379
Total bienes muebles;24 León;De 10 a 15 años;Importe de hipotecas;1999;132
Total bienes muebles;24 León;De 10 a 15 años;Importe de hipotecas;1998;78
Total bienes muebles;24 León;De 10 a 15 años;Importe de hipotecas;1997;""
Total bienes muebles;24 León;De 10 a 15 años;Importe de hipotecas;1996;60
Total bienes muebles;24 León;De 10 a 15 años;Importe de hipotecas;1995;258
Total bienes muebles;24 León;De 10 a 15 años;Importe de hipotecas;1994;84
Total bienes muebles;24 León;Mayor de 15 años;Número de hipotecas;2003;""
Total bienes muebles;24 León;Mayor de 15 años;Número de hipotecas;2002;""
Total bienes muebles;24 León;Mayor de 15 años;Número de hipotecas;2001;2
Total bienes muebles;24 León;Mayor de 15 años;Número de hipotecas;2000;3
Total bienes muebles;24 León;Mayor de 15 años;Número de hipotecas;1999;2
Total bienes muebles;24 León;Mayor de 15 años;Número de hipotecas;1998;""
Total bienes muebles;24 León;Mayor de 15 años;Número de hipotecas;1997;""
Total bienes muebles;24 León;Mayor de 15 años;Número de hipotecas;1996;""
Total bienes muebles;24 León;Mayor de 15 años;Número de hipotecas;1995;""
Total bienes muebles;24 León;Mayor de 15 años;Número de hipotecas;1994;""
Total bienes muebles;24 León;Mayor de 15 años;Importe de hipotecas;2003;""
Total bienes muebles;24 León;Mayor de 15 años;Importe de hipotecas;2002;""
Total bienes muebles;24 León;Mayor de 15 años;Importe de hipotecas;2001;601
Total bienes muebles;24 León;Mayor de 15 años;Importe de hipotecas;2000;1.478
Total bienes muebles;24 León;Mayor de 15 años;Importe de hipotecas;1999;631
Total bienes muebles;24 León;Mayor de 15 años;Importe de hipotecas;1998;""
Total bienes muebles;24 León;Mayor de 15 años;Importe de hipotecas;1997;""
Total bienes muebles;24 León;Mayor de 15 años;Importe de hipotecas;1996;""
Total bienes muebles;24 León;Mayor de 15 años;Importe de hipotecas;1995;""
Total bienes muebles;24 León;Mayor de 15 años;Importe de hipotecas;1994;""
Total bienes muebles;24 León;No consta;Número de hipotecas;2003;""
Total bienes muebles;24 León;No consta;Número de hipotecas;2002;""
Total bienes muebles;24 León;No consta;Número de hipotecas;2001;""
Total bienes muebles;24 León;No consta;Número de hipotecas;2000;""
Total bienes muebles;24 León;No consta;Número de hipotecas;1999;""
Total bienes muebles;24 León;No consta;Número de hipotecas;1998;""
Total bienes muebles;24 León;No consta;Número de hipotecas;1997;""
Total bienes muebles;24 León;No consta;Número de hipotecas;1996;1
Total bienes muebles;24 León;No consta;Número de hipotecas;1995;5
Total bienes muebles;24 León;No consta;Número de hipotecas;1994;""
Total bienes muebles;24 León;No consta;Importe de hipotecas;2003;""
Total bienes muebles;24 León;No consta;Importe de hipotecas;2002;""
Total bienes muebles;24 León;No consta;Importe de hipotecas;2001;""
Total bienes muebles;24 León;No consta;Importe de hipotecas;2000;""
Total bienes muebles;24 León;No consta;Importe de hipotecas;1999;""
Total bienes muebles;24 León;No consta;Importe de hipotecas;1998;""
Total bienes muebles;24 León;No consta;Importe de hipotecas;1997;""
Total bienes muebles;24 León;No consta;Importe de hipotecas;1996;36
Total bienes muebles;24 León;No consta;Importe de hipotecas;1995;114
Total bienes muebles;24 León;No consta;Importe de hipotecas;1994;""
Total bienes muebles;25 Lleida;Total;Número de hipotecas;2003;""
Total bienes muebles;25 Lleida;Total;Número de hipotecas;2002;16
Total bienes muebles;25 Lleida;Total;Número de hipotecas;2001;12
Total bienes muebles;25 Lleida;Total;Número de hipotecas;2000;25
Total bienes muebles;25 Lleida;Total;Número de hipotecas;1999;30
Total bienes muebles;25 Lleida;Total;Número de hipotecas;1998;26
Total bienes muebles;25 Lleida;Total;Número de hipotecas;1997;4
Total bienes muebles;25 Lleida;Total;Número de hipotecas;1996;4
Total bienes muebles;25 Lleida;Total;Número de hipotecas;1995;5
Total bienes muebles;25 Lleida;Total;Número de hipotecas;1994;1
Total bienes muebles;25 Lleida;Total;Importe de hipotecas;2003;""
Total bienes muebles;25 Lleida;Total;Importe de hipotecas;2002;1.056
Total bienes muebles;25 Lleida;Total;Importe de hipotecas;2001;170
Total bienes muebles;25 Lleida;Total;Importe de hipotecas;2000;697
Total bienes muebles;25 Lleida;Total;Importe de hipotecas;1999;1.334
Total bienes muebles;25 Lleida;Total;Importe de hipotecas;1998;6.094
Total bienes muebles;25 Lleida;Total;Importe de hipotecas;1997;138
Total bienes muebles;25 Lleida;Total;Importe de hipotecas;1996;13.240
Total bienes muebles;25 Lleida;Total;Importe de hipotecas;1995;162
Total bienes muebles;25 Lleida;Total;Importe de hipotecas;1994;12
Total bienes muebles;25 Lleida;Hasta 9 años;Número de hipotecas;2003;""
Total bienes muebles;25 Lleida;Hasta 9 años;Número de hipotecas;2002;16
Total bienes muebles;25 Lleida;Hasta 9 años;Número de hipotecas;2001;8
Total bienes muebles;25 Lleida;Hasta 9 años;Número de hipotecas;2000;16
Total bienes muebles;25 Lleida;Hasta 9 años;Número de hipotecas;1999;25
Total bienes muebles;25 Lleida;Hasta 9 años;Número de hipotecas;1998;25
Total bienes muebles;25 Lleida;Hasta 9 años;Número de hipotecas;1997;3
Total bienes muebles;25 Lleida;Hasta 9 años;Número de hipotecas;1996;1
Total bienes muebles;25 Lleida;Hasta 9 años;Número de hipotecas;1995;5
Total bienes muebles;25 Lleida;Hasta 9 años;Número de hipotecas;1994;1
Total bienes muebles;25 Lleida;Hasta 9 años;Importe de hipotecas;2003;""
Total bienes muebles;25 Lleida;Hasta 9 años;Importe de hipotecas;2002;1.056
Total bienes muebles;25 Lleida;Hasta 9 años;Importe de hipotecas;2001;94
Total bienes muebles;25 Lleida;Hasta 9 años;Importe de hipotecas;2000;649
Total bienes muebles;25 Lleida;Hasta 9 años;Importe de hipotecas;1999;1.262
Total bienes muebles;25 Lleida;Hasta 9 años;Importe de hipotecas;1998;1.551
Total bienes muebles;25 Lleida;Hasta 9 años;Importe de hipotecas;1997;102
Total bienes muebles;25 Lleida;Hasta 9 años;Importe de hipotecas;1996;18
Total bienes muebles;25 Lleida;Hasta 9 años;Importe de hipotecas;1995;162
Total bienes muebles;25 Lleida;Hasta 9 años;Importe de hipotecas;1994;12
Total bienes muebles;25 Lleida;De 10 a 15 años;Número de hipotecas;2003;""
Total bienes muebles;25 Lleida;De 10 a 15 años;Número de hipotecas;2002;""
Total bienes muebles;25 Lleida;De 10 a 15 años;Número de hipotecas;2001;""
Total bienes muebles;25 Lleida;De 10 a 15 años;Número de hipotecas;2000;""
Total bienes muebles;25 Lleida;De 10 a 15 años;Número de hipotecas;1999;3
Total bienes muebles;25 Lleida;De 10 a 15 años;Número de hipotecas;1998;1
Total bienes muebles;25 Lleida;De 10 a 15 años;Número de hipotecas;1997;1
Total bienes muebles;25 Lleida;De 10 a 15 años;Número de hipotecas;1996;3
Total bienes muebles;25 Lleida;De 10 a 15 años;Número de hipotecas;1995;""
Total bienes muebles;25 Lleida;De 10 a 15 años;Número de hipotecas;1994;""
Total bienes muebles;25 Lleida;De 10 a 15 años;Importe de hipotecas;2003;""
Total bienes muebles;25 Lleida;De 10 a 15 años;Importe de hipotecas;2002;""
Total bienes muebles;25 Lleida;De 10 a 15 años;Importe de hipotecas;2001;""
Total bienes muebles;25 Lleida;De 10 a 15 años;Importe de hipotecas;2000;""
Total bienes muebles;25 Lleida;De 10 a 15 años;Importe de hipotecas;1999;18
Total bienes muebles;25 Lleida;De 10 a 15 años;Importe de hipotecas;1998;4.550
Total bienes muebles;25 Lleida;De 10 a 15 años;Importe de hipotecas;1997;36
Total bienes muebles;25 Lleida;De 10 a 15 años;Importe de hipotecas;1996;13.222
Total bienes muebles;25 Lleida;De 10 a 15 años;Importe de hipotecas;1995;""
Total bienes muebles;25 Lleida;De 10 a 15 años;Importe de hipotecas;1994;""
Total bienes muebles;25 Lleida;Mayor de 15 años;Número de hipotecas;2003;""
Total bienes muebles;25 Lleida;Mayor de 15 años;Número de hipotecas;2002;""
Total bienes muebles;25 Lleida;Mayor de 15 años;Número de hipotecas;2001;""
Total bienes muebles;25 Lleida;Mayor de 15 años;Número de hipotecas;2000;""
Total bienes muebles;25 Lleida;Mayor de 15 años;Número de hipotecas;1999;""
Total bienes muebles;25 Lleida;Mayor de 15 años;Número de hipotecas;1998;""
Total bienes muebles;25 Lleida;Mayor de 15 años;Número de hipotecas;1997;""
Total bienes muebles;25 Lleida;Mayor de 15 años;Número de hipotecas;1996;""
Total bienes muebles;25 Lleida;Mayor de 15 años;Número de hipotecas;1995;""
Total bienes muebles;25 Lleida;Mayor de 15 años;Número de hipotecas;1994;""
Total bienes muebles;25 Lleida;Mayor de 15 años;Importe de hipotecas;2003;""
Total bienes muebles;25 Lleida;Mayor de 15 años;Importe de hipotecas;2002;""
Total bienes muebles;25 Lleida;Mayor de 15 años;Importe de hipotecas;2001;""
Total bienes muebles;25 Lleida;Mayor de 15 años;Importe de hipotecas;2000;""
Total bienes muebles;25 Lleida;Mayor de 15 años;Importe de hipotecas;1999;""
Total bienes muebles;25 Lleida;Mayor de 15 años;Importe de hipotecas;1998;""
Total bienes muebles;25 Lleida;Mayor de 15 años;Importe de hipotecas;1997;""
Total bienes muebles;25 Lleida;Mayor de 15 años;Importe de hipotecas;1996;""
Total bienes muebles;25 Lleida;Mayor de 15 años;Importe de hipotecas;1995;""
Total bienes muebles;25 Lleida;Mayor de 15 años;Importe de hipotecas;1994;""
Total bienes muebles;25 Lleida;No consta;Número de hipotecas;2003;""
Total bienes muebles;25 Lleida;No consta;Número de hipotecas;2002;""
Total bienes muebles;25 Lleida;No consta;Número de hipotecas;2001;4
Total bienes muebles;25 Lleida;No consta;Número de hipotecas;2000;9
Total bienes muebles;25 Lleida;No consta;Número de hipotecas;1999;2
Total bienes muebles;25 Lleida;No consta;Número de hipotecas;1998;""
Total bienes muebles;25 Lleida;No consta;Número de hipotecas;1997;""
Total bienes muebles;25 Lleida;No consta;Número de hipotecas;1996;""
Total bienes muebles;25 Lleida;No consta;Número de hipotecas;1995;""
Total bienes muebles;25 Lleida;No consta;Número de hipotecas;1994;""
Total bienes muebles;25 Lleida;No consta;Importe de hipotecas;2003;""
Total bienes muebles;25 Lleida;No consta;Importe de hipotecas;2002;""
Total bienes muebles;25 Lleida;No consta;Importe de hipotecas;2001;76
Total bienes muebles;25 Lleida;No consta;Importe de hipotecas;2000;48
Total bienes muebles;25 Lleida;No consta;Importe de hipotecas;1999;54
Total bienes muebles;25 Lleida;No consta;Importe de hipotecas;1998;""
Total bienes muebles;25 Lleida;No consta;Importe de hipotecas;1997;""
Total bienes muebles;25 Lleida;No consta;Importe de hipotecas;1996;""
Total bienes muebles;25 Lleida;No consta;Importe de hipotecas;1995;""
Total bienes muebles;25 Lleida;No consta;Importe de hipotecas;1994;""
Total bienes muebles;27 Lugo;Total;Número de hipotecas;2003;""
Total bienes muebles;27 Lugo;Total;Número de hipotecas;2002;""
Total bienes muebles;27 Lugo;Total;Número de hipotecas;2001;""
Total bienes muebles;27 Lugo;Total;Número de hipotecas;2000;1
